PartnerRefCD,NoOfPoints,CompanyMileagePlanNumber,TransactionDate,LastName
JOGLFE0272119953068,166,426501110,2025-10-10,Hawaii Coffee Company, LLC
FSCUGG0272119608871,120,873933992,2025-10-07,DKI808, LLC dba Premier Restoration Hawaii
GLDCHA0272119011234,120,681930874,2023-03-08,Family Hui Hawaii
HFZXPE0272119228508,120,774303530,2025-10-03,Foodland 2
OYAAMH0272119232384,231,738144061,2019-04-25,Communication Consulting Svc Inc
FIOCRA0272119849664,384,935318720,2024-04-07,KS Kaipuwaiola 99
UWFQSE0272119606609,217,502990423,2020-06-23,Hawaii Teamsters Local 996
EKAXCR0272119518109,114,587887134,2025-10-06,Hawaii State Senate
GSCDRQ0272120214992,131,488940255,2025-10-13,Kaiser Permanete - Travel Kacie
WBJBYF0272119734341,134,835355916,2025-10-08,REPUBLIC NATIONAL DISTRIBUTING COMPANY
OXDVOO0272119236103,120,443277715,2025-10-03,Aqua Engineers, Inc.
JCIAGG0272119106958,412,114522321,2021-06-22,SE ALASKA REGIONAL HEALTH
MZTKDA0272119795051,333,811362241,2025-10-08,Modivcare
UUHFON0272119744576,129,448233892,2019-06-20,Dorvin D Leis Co Inc
APYDLW0272120137314,171,830189776,2025-10-08,Kaikor Construction Group, Inc. 
GXYKKD0272119837465,240,465892490,2022-02-18,IG Steel, LLC
ASLXLG0272119012627,129,787736132,2025-10-01,Hawaiian Lift Truck Inc
DTSDGC0272118763534,124,65904252,2025-09-29,NANA MANAGEMENT SERVICES
LABQTO0272120172693,185,581489720,2020-11-01,Foundations Hawaii, Inc.
SEKDTI0272119683675,129,595575750,2025-10-01,EnviroServices and Training Center LLC
LPSUPF0272120210110,138,545564880,2019-08-14,MCCABE HAMILTON & RENNY
USZMHL0272119947880,305,587091466,2025-10-10,Island Energy Services
FCWDRK0272119303340,157,811362241,2021-09-07,Modivcare
WEERST0272118902365,167,488940255,2025-09-30,Kaiser Permanete - Travel Kacie
DIMOYY0272118836662,546,94495936,2021-11-24,MANIILAQ ASSOCIATION
AHDEFP0272118894818,1108,935318720,2019-07-18,KS Kaipuwaiola 99
YGQXML0272119409616,152,568649141,2019-04-29,Nordic PCL Construction-Execs
ALHCHQ0272119223215,606,61883345,2023-11-13,ARCTIC SLOPE NATIVE ASSOCI
INTXFY0272120483694,614,694700996,2025-02-12,Bank of Hawaii 256
INTXFY0272120483695,614,694700996,2025-02-12,Bank of Hawaii 256
INTXFY0272120490157,614,694700996,2025-02-12,Bank of Hawaii 256
CWGHOR0272121435324,262,732470583,2023-08-22,Firetek Pacific Inc
ICKONB0272119130369,143,832726812,2019-07-17,Niwao & Roberts, CPAs, a P.C.
DFRCZL0272117544296,120,660048336,2025-09-16,Kelleher, A Woodgrain Company
OHXENU0272120209740,167,833477875,2024-12-05,Kaiser Permanente - Patient - Travel 6 191082026
YZEQKP0272120214491,147,833477875,2019-11-29,Kaiser Permanente - Patient - Travel 6 191082026
KJKVNH0272119955687,138,861951296,2023-06-07,Associa Hawaii
QKZPZD0272119709491,129,629837176,2021-01-19,Systems Engineering Group LLC
HIENGR0272119949672,138,861951296,2021-11-04,Associa Hawaii
GZEAXL0272120457319,250,488940255,2025-03-25,Kaiser Permanete - Travel Kacie
NXOQJA0272119836317,171,920970400,2025-10-08,Tony Hawaii Automotive Group, Ltd. dba Tony Group
YHUVDE0272119009214,908,910976791,2022-05-07,LBJ Tropical Medical Center
ILMXEP0272119033222,166,427959556,2025-10-01,GP Roadway Solutions Inc
ISFJZX0272120328765,161,723274031,2019-12-11,NOHIE 
GYHAMQ0272120469902,217,936332482,2025-10-15,MasTec Network Solutions Warehouse
USLHIX0272119935789,147,935318720,2025-10-10,KS Kaipuwaiola 99
LQUJPM0272120210601,157,465619490,2023-08-24,Theatrix Hawaii LLC
GNLTWC0272120448585,231,757316000,2022-06-30,Commercial Roofing and Waterproofing Hawaii Inc
UMBPNQ0272120306288,157,627199635,2022-04-09,Kaiser Permanente - Patient - Travel 5 191078486 1
IONOTP0272120446530,180,627199635,2023-07-26,Kaiser Permanente - Patient - Travel 5 191078486 1
MSAGRN0272120475297,79,627199635,2024-06-20,Kaiser Permanente - Patient - Travel 5 191078486 1
MOQPTG0272120309910,149,488940255,2025-10-14,Kaiser Permanete - Travel Kacie
YZEQKP0272120214490,147,833477875,2019-11-29,Kaiser Permanente - Patient - Travel 6 191082026
EUMGDT0272120467641,171,776828220,2021-05-29,SOH DHHL Land Development Division
LLXLHE0272119946493,180,935318720,2025-10-10,KS Kaipuwaiola 99
KSQIAY0272120483422,203,615647480,2022-09-16,CSM ELECTRIC LLC
UHNRDJ0272119239009,147,794445083,2025-10-03,Maui Electric Company Meter Shop
SDZIEP0272120441051,236,964096840,2023-04-03,Grace Pacific Corporation
FHEBPY0272119845426,136,404978291,2025-10-09,SOH DOE OSSS ESB Special Needs Section
JTUGEL0272119585866,175,148340194,2025-10-01,YOUNG BROTHERS, LIMITED
LGGYBX0272117777266,105,454675454,2022-08-28,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
FDYGVI0272119727130,277,850223010,2025-10-06,Unitek Insulation, LLC
DNCYGV0272119716048,327,883317562,2020-12-19,Polynesian Adventure Activities, LLC
KEJCLM0272119640706,562,811362241,2025-07-28,Modivcare
KDYROY0272119227787,129,488940255,2023-01-05,Kaiser Permanete - Travel Kacie
KEJCLM0272119640707,562,811362241,2025-07-28,Modivcare
LVZHAH0272119503902,245,946042075,2023-03-20,WIS INTERNATIONAL
HDWONA0272119241352,425,732453993,2022-08-22,Sysco Hawaii
YIJHJS0272119005575,120,487520261,2025-10-01,International Life Support, Inc dba American Medical Response
UAULLT0272119625085,3155,405045373,2025-10-07,Hula Halau O Kamuela
DVIUNK0272119413477,69,897016643,2025-10-05,HAWAII CONFERENCE OF SEVENTH-DAY ADVENTISTS
SNKPEG0272119229346,203,619749793,2025-05-28,Zelinsky Company
KCYZWN0272119229996,229,833477875,2020-10-01,Kaiser Permanente - Patient - Travel 6 191082026
ASTXTO0272119615421,333,538661281,2024-01-06,Diagnostic Laboratories General
LVPDQA0272119140219,131,402867916,2025-10-02,Kaiser Permanente - Patient - Main Travel Dept 191026830
UZRXKR0272119004703,134,685461932,2025-10-01,HPM Building Supply Admin
AEZPIL0272119520459,138,819362084,2024-06-12,T-Mobile USA
WUFUGM0272119513364,216,833477875,2025-10-06,Kaiser Permanente - Patient - Travel 6 191082026
SNCSPW0272119235151,164,920320321,2022-07-09,SOH DLE ASO
NCUHUA0272119945273,151,585559332,2023-09-11,SOH DCR
FOJZEY0272120514836,194,994843080,2025-10-08,State of Hawaii Organization of Police Officers (SHOPO)
WIKIKY0272119938054,203,811362241,2025-10-10,Modivcare
FELJXO0272119837765,217,719275281,2025-10-09,Oahu Air Conditioning Service Inc
UGTZQR0272120481150,147,698432545,2024-11-13,Alzheimer's Association - Hawaii
YZRFXQ0272120212250,152,400409741,2025-08-08,Charter Communications
ABIGYR0272120457411,87,497712574,2025-10-15,BLUE HAWAIIAN HELICOPTERS
KWCIBX0272120522480,143,902362285,2022-02-08,Grace Pacific LLC Shop Plants and Quarry
KXRSXW0272118769859,138,474106286,2025-09-29,Seven Eleven
MSPGME0272119688705,134,535215925,2025-10-02,Central Pacific Bank
LQFKLX0272120208640,152,427553475,2025-10-13,Maryl Group Construction Inc 1
IWYIBJ0272119742699,147,795442130,2025-10-08,Handcrafted Restaurants LLC
QUEZFZ0272119631141,138,492410623,2025-10-07,Base Management LLC
YAZENW0272120051495,157,474106286,2025-02-13,Seven Eleven
FSYURZ0272119452402,175,971365986,2019-09-17,Malama Aina Foundation
JOXJHR0272118976513,203,659435221,2025-10-01,The Systemcenter Inc
JOXJHR0272118976516,203,659435221,2025-10-01,The Systemcenter Inc
YAZOAU0272119015092,79,418421286,2021-09-26,Pacific Islands Institute
LXOXVT0272120520117,180,119536841,2019-06-13,DHR CONSTRUCTION
MFRYPY0272119613148,131,833982450,2025-10-07,SOH DOE Ke Kula 'O 'Ehunuikaimalino
MFRYPY0272119613149,131,833982450,2025-10-07,SOH DOE Ke Kula 'O 'Ehunuikaimalino
MFRYPY0272119613150,131,833982450,2025-10-07,SOH DOE Ke Kula 'O 'Ehunuikaimalino
QGKAPJ0272120419028,143,506458525,2019-07-31,HI Tire Co LLC dba Lex Brodies
JQWNBK0272120197714,138,670360692,2024-11-22,Liliuokalani Center 1
GBWAUX0272120441359,180,512577870,2025-10-15,Hawaiian Telcom Inc Legal
JKFQHW0272120275526,217,732453993,2022-07-03,Sysco Hawaii
YXDDDC0272120208060,145,833477875,2022-02-27,Kaiser Permanente - Patient - Travel 6 191082026
IMVXVN0272119315477,129,716554101,2025-06-13,Social Impact International
ULUJYZ0272120308236,180,400409741,2021-06-16,Charter Communications
IJTBHU0272120987726,260,889626500,2025-10-16,CONTROLPOINT SURVEYING, INC.
ESPWQO0272120432607,129,754404921,2025-10-07,Pacific Pipe Company Inc
IJTBHU0272120986641,260,889626500,2025-10-16,CONTROLPOINT SURVEYING, INC.
QGZAMK0272120996152,342,969698100,2025-10-18,Maui Kupono Builders, LLC
NPNVVB0272119906641,554,114522321,2025-10-10,SE ALASKA REGIONAL HEALTH
FJJTYB0272120687778,551,935099664,2020-06-08,RV Painting Inc
UOZQAN0272120986447,138,592262215,2022-08-29,Hawaii Gas 1
JSYFSI0272120884882,227,972845926,2025-10-20,Hawaii Unified Industries 
FXZGJB0272120653752,166,935318720,2025-10-17,KS Kaipuwaiola 99
UOZQAN0272120986446,138,592262215,2022-08-29,Hawaii Gas 1
MNRNDK0272120904606,69,616384031,2025-08-09,RON D ELECTRICAL LLC
QUIRGE0272118425928,68,454675454,2025-09-25,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
UPTMVB0272120547187,143,834538832,2025-10-16,Starr and Company Inc
KYHJDD0272120552044,79,943746694,2021-06-26,Title Guaranty of Hawaii
LSWMIP0272120649166,120,791341110,2019-05-29,Tom Nance Water Resource Engineering
UZFZCB0272120645115,118,724150862,2025-01-09,SOH DOE OCID CIB LST
CCPVIO0272120891926,138,402867916,2025-10-20,Kaiser Permanente - Patient - Main Travel Dept 191026830
MAVRXQ0272120557781,129,935654860,2022-09-29,Ohana Pacific Health
OAQTRS0272120638306,65,836865890,2025-10-17,Bow Construction Management Svc Inc
AAUEDB0272120454548,129,746260432,2023-10-27,KIEWIT INFRASTRUCTURE WEST CO
YXIQDX0272120211573,120,764845690,2025-07-14,Unlimited Construction
ATSGSX0272120639094,129,784017220,2019-12-20,808 Maintenance & Flooring inc
NJALXV0272119796080,124,930468840,2025-10-06,Bishop Museum
NJALXV0272119795303,124,930468840,2025-10-06,Bishop Museum
JQEDEK0272119956316,129,774303530,2025-06-01,Foodland 2
JQEDEK0272119956317,129,774303530,2025-06-01,Foodland 2
NJALXV0272119794553,124,930468840,2025-10-06,Bishop Museum
NJALXV0272119796088,124,930468840,2025-10-06,Bishop Museum
JSYFSI0272120884883,227,972845926,2025-10-20,Hawaii Unified Industries 
YSZJSE0272118317930,91,454675454,2025-09-24,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
MWAHRU0272120892786,239,427553475,2024-05-25,Maryl Group Construction Inc 1
NJALXV0272119793443,124,930468840,2025-10-06,Bishop Museum
UOZQAN0272120551751,134,592262215,2022-08-29,Hawaii Gas 1
CUYVTP0272119241752,120,935318720,2025-10-03,KS Kaipuwaiola 99
GOSDFH0272120449807,97,513320290,2021-05-15,DM Air Conditioning and Refrigeration LLC
ELDTYD0272118904893,120,484018776,2025-09-30,G70
FCUPHV0272120888098,170,919482502,2025-10-20,Nan Inc.
GKCGGN0272119619434,105,865309336,2024-04-24,SOH DLIR Hawai'i Labor Relations Board
GKCGGN0272119619433,105,865309336,2024-04-24,SOH DLIR Hawai'i Labor Relations Board
AIYUBD0272119902394,777,44238655,2025-09-18,ALLEN MARINE
NCVOSJ0272119960481,2756,724923802,2025-10-10,Piliholeis
EHLSPA0272121222549,149,402867916,2025-10-23,Kaiser Permanente - Patient - Main Travel Dept 191026830
UWQEZH0272119605968,134,764253464,2025-10-07,Outrigger Hotels and Resorts: Human Resources 1
UWQEZH0272119605967,134,764253464,2025-10-07,Outrigger Hotels and Resorts: Human Resources 1
YLFLER0272121066487,518,34384280,2025-10-19,ALASKA NATIVE MEDICAL CENT
DEKYSW0272120651123,152,996914833,2019-09-17,Big Island Candies
WAMUMJ0272121230522,157,440340876,2025-10-23,HTBYB Direct Bill
GJKPXI0272119611408,138,649517120,2025-10-07,HSTA Negotiations
NQDKAW0272121092684,145,402867916,2025-10-22,Kaiser Permanente - Patient - Main Travel Dept 191026830
YIFIKU0272121098418,249,706533343,2022-11-04,Kauluwao
WWBKCS0272121218820,365,807815455,2025-10-23,MALU PRODUCTIONS, INC
ADJIPI0272121351239,278,114522321,2025-05-07,SE ALASKA REGIONAL HEALTH
OPWFWA0272119591206,231,773043843,2025-10-06,Outrigger Hotels and Resorts: IT
WCVEVH0272118893098,277,425865462,2025-09-30,BEK, Inc.
UGSQJI0272119552703,152,951997653,2025-01-06,Pacific AquaScapes Inc
UXJHSW0272119012926,277,425865462,2024-11-06,BEK, Inc.
NLAFNR0272119508910,199,484176254,2024-06-11,Coalition for a Tobacco Free Hawaii
UCRSOC0272120436470,138,863624016,2021-07-02,Island Taylor LLC 
DOLLHI0272119608880,129,847449256,2025-02-07,Enterprise Holdings 1
LNYWSZ0272120218817,147,928547594,2022-12-13,Transdev Health Solutions
FDRZHP0272118510451,162,454675454,2022-05-13,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
YXWXAE0272120217180,131,833477875,2025-10-13,Kaiser Permanente - Patient - Travel 6 191082026
SAMANR0272120306291,138,847449256,2021-08-20,Enterprise Holdings 1
HJFDSD0272120437593,170,928547594,2025-10-15,Transdev Health Solutions
NFUAYB0272120382960,241,975158575,2025-10-13,SOH House of Representatives
UCRSOC0272120435577,138,863624016,2021-07-02,Island Taylor LLC 
UAMDHQ0272119631870,166,492410623,2021-07-15,Base Management LLC
NMKLOK0272119512423,120,999664271,2025-10-06,Honsador Lumber Corporation
GVSESX0272120185589,138,969782041,2025-10-03,Malama Loko ea Foundation
KXQMNA0272119598849,217,905222124,2024-05-24,QRSE, LLC
EFTTAQ0272120324994,350,650641143,2025-10-14,Island Comfort Inc
CMOQTX0272120341437,69,562068080,2020-11-24,Jason M Laird, MD, LLC
USKANP0272119943054,129,574751590,2025-10-10,Hawaii Heart Foundation
UVLXSS0272119948588,138,834538832,2021-07-25,Starr and Company Inc
UXJIZX0272119012007,149,833477875,2025-10-01,Kaiser Permanente - Patient - Travel 6 191082026
IHYQNS0272119507799,161,709255945,2019-08-28,Hawaii Engineering Services
USYAPT0272119758905,166,999643503,2025-10-08,Top Priority, Inc. 
KWAIHA0272120094294,160,510318211,2024-08-13,SOH-Department of Health
JYYJFR0272119242527,120,774303530,2025-07-19,Foodland 2
OFFJNB0272120212452,230,421169534,2025-10-13,Matson Terminals
WFWVLK0272120268323,134,134734110,2024-04-14,GOODFELLOW BROS., INC.
LJYNFU0272119945217,180,568649141,2025-10-10,Nordic PCL Construction-Execs
WAWREQ0272120321032,333,442039953,2025-10-14,SOH DBEDT ADC
ODQDBF0272119753534,69,615998504,2024-02-16,NAPA Hawaii
QTECUF0272120201198,152,582363714,2025-10-13,Kolona Painting & General Construction, Inc.
OBZFJS0272118766354,120,440340876,2024-09-14,HTBYB Direct Bill
DAHFAP0272119811901,161,974046614,2025-10-07,PROSERVICE PACIFIC LLC
IQMMWK0272120442595,124,733122854,2023-06-27,Alaka'i Mechanical Corporation
UJKJPW0272120900793,350,960346752,2025-02-12,Brotherhood Builders LLC
KLKPRL0272120845598,674,152681944,2019-10-03,BRISTOL BAY AREA HEALTH CO
OOICTD0272120963229,143,811362241,2025-10-12,Modivcare
NXCPFD0272120304447,114,879679021,2025-10-14,SOH Judiciary
QOEHDO0272120888175,171,830422202,2025-10-20,C R Dispatch Service Inc
LSWMIP0272120953393,124,791341110,2019-05-29,Tom Nance Water Resource Engineering
FNCZJD0272119840321,124,681930874,2025-10-09,Family Hui Hawaii
FCEIWP0272120884652,134,719185600,2025-10-15,Maui Oil Company, Inc.
DYCTYK0272119242774,599,353473050,2024-09-08,DROVER CONSTRUCTION
SKRZLF0272119612019,171,992346003,2025-10-07,Servco Corporate Admin
IIBNNZ0272120549748,272,698005512,2019-09-11,Tory's Roofing & Waterproofing, Inc.
UTCHWM0272120554692,273,426099520,2025-10-16,SOH Judiciary Third Circuit
IIBNNZ0272120549747,272,698005512,2019-09-11,Tory's Roofing & Waterproofing, Inc.
UTCHWM0272120554691,273,426099520,2025-10-16,SOH Judiciary Third Circuit
UTCHWM0272120554693,273,426099520,2025-10-16,SOH Judiciary Third Circuit
SFWRQD0272120897268,185,402867916,2025-10-20,Kaiser Permanente - Patient - Main Travel Dept 191026830
AOXWAY0272121058123,295,830422202,2021-10-26,C R Dispatch Service Inc
DRSEAH0272120954050,138,847449256,2020-01-27,Enterprise Holdings 1
KWJXHF0272120321202,157,688486956,2025-10-10,Cades Schutte LLP
UWRFFF0272120322224,175,484176254,2025-10-14,Coalition for a Tobacco Free Hawaii
OJHIRL0272120643488,129,526898385,2025-06-27,American Electric Company, LLC
FTTSYI0272120986560,175,448233892,2025-10-21,Dorvin D Leis Co Inc
QUUKLM0272120206434,124,553546416,2019-06-19,Johnson Brothers of Hawaii
FADDEL0272120887134,215,982547554,2025-04-25,Environmental Science International
EJXEGB0272120889138,194,961215415,2025-05-16,Hawthorne Pacific Corp.
GFHTIW0272120149043,161,634467783,2025-06-13,Aloha Care Employees
FBUDXB0272120886233,81,778802220,2019-03-11,SOH COH Prosecuting Attorney
FBUDXB0272120886231,81,778802220,2019-03-11,SOH COH Prosecuting Attorney
EIPJYV0272120628927,134,616186653,2025-10-15,PACIFIC BIODIESEL
HVUCYX0272120519155,194,602252044,2023-09-02,Y Hata and Company, Limited
FBUDXB0272120886232,81,778802220,2019-03-11,SOH COH Prosecuting Attorney
ECFEEL0272120206659,114,847856321,2021-11-11,Kaiser Permanente - Patient - Travel II 191068086
OFZZJI0272120216487,120,928547594,2023-06-14,Transdev Health Solutions
MARUKU0272120549777,127,760001141,2025-10-16,SOH Department of Education Exceptional Support Branch
WDVTRT0272119515318,259,492410623,2025-04-15,Base Management LLC
JYQRLF0272120994430,171,803472854,2025-10-21,Inter Island Solar Supply
GHIUOO0272120994877,164,975158575,2024-01-02,SOH House of Representatives
QFGGLH0272120538857,259,935318720,2021-07-15,KS Kaipuwaiola 99
JYGOAD0272120988372,185,488940255,2020-02-02,Kaiser Permanete - Travel Kacie
UUHGJK0272120554955,309,986380065,2025-10-16,UH Hilo Office of the Vice Chancellor for Academic Affairs 1
JYGOAD0272120988373,185,488940255,2020-02-02,Kaiser Permanete - Travel Kacie
GEISFF0272120998632,216,555906875,2025-10-21,KAISER TRAVEL-NORA
NJUBWC0272120885629,185,555906875,2025-10-20,KAISER TRAVEL-NORA
NJUBWC0272120885628,185,555906875,2025-10-20,KAISER TRAVEL-NORA
WRZVCP0272120873784,120,682049480,2025-10-10,Hawaiian Cement
SXVLPX0272121018456,231,555906875,2025-10-21,KAISER TRAVEL-NORA
MWEHYO0272120954030,185,402867916,2020-02-17,Kaiser Permanente - Patient - Main Travel Dept 191026830
LWUGCK0272120887210,138,682562193,2019-05-10,SOHDAR-MAIN
SIAJAG0272120899659,175,788341094,2025-10-20,Fukunaga Matayoshi Ching and Kon Herrera
WDLMZI0272119737258,249,545564880,2025-10-08,MCCABE HAMILTON & RENNY
YFMDSE0272119632451,277,811362241,2025-10-07,Modivcare
EXLYTU0272119511757,194,400409741,2020-11-14,Charter Communications
NLXKYM0272119496537,147,134734110,2023-06-07,GOODFELLOW BROS., INC.
WTGXIT0272119586449,143,847449256,2025-04-30,Enterprise Holdings 1
OEODZB0272118758738,213,699250716,2019-05-22,Kua'aina Ulu ' Auamo
CVSQCA0272119837931,175,963774464,2025-10-02,Retina Institute of Hawaii
JXSCYB0272119240787,189,944182175,2025-10-03,Verizon Wireless Administration Office
DBHCIH0272119835383,111,811362241,2023-11-12,Modivcare
MFEVTK0272119618636,216,555906875,2025-10-07,KAISER TRAVEL-NORA
GQCPFZ0272119837391,134,809771314,2023-12-20,Hawaii Visitors and Convention Bureau
LSJVKS0272119130014,129,847449256,2023-02-08,Enterprise Holdings 1
EGHQWK0272120446730,309,792623532,2025-10-08,SOH DOE Honokaa Elementary
MNDEVT0272120444519,138,908625896,2020-12-28,AC Marketing
NSWWNR0272119717426,175,972845926,2025-10-08,Hawaii Unified Industries 
AMWJYM0272119226401,120,774303530,2025-10-03,Foodland 2
WMLRHC0272120427022,138,808310672,2022-10-11,SOH Personnel Services
KXQVOH0272118788616,124,946222104,2021-11-19,Outrigger Hotels and Resorts:  Exec Office
IKYWZL0272120216171,69,587887134,2023-03-24,Hawaii State Senate
SKJXJX0272120374942,244,882158546,2025-10-13,SAUSE HABILL
NUVSAT0272119840852,271,700974853,2023-06-09,SIMMONS STEEL CORPORATION
SKJXJX0272120373509,244,882158546,2025-10-13,SAUSE HABILL
NXWJXQ0272120409909,175,811362241,2025-10-08,Modivcare
QCNVGV0272120227086,102,416455760,2025-10-13,AWP SAFETY
FJBHTQ0272119841861,79,999664271,2023-05-08,Honsador Lumber Corporation
KKGSCO0272119967312,129,811362241,2025-10-10,Modivcare
KKDEIF0272120449034,244,920868314,2021-01-25,Kaiser Permanente
IPNVAY0272120371528,134,568649141,2025-10-09,Nordic PCL Construction-Execs
KKGSCO0272119967311,129,811362241,2025-10-10,Modivcare
EFHYVD0272120457784,69,465619490,2021-01-06,Theatrix Hawaii LLC
IRZJJN0272118754024,110,502730605,2022-08-02,TD Food Group Inc
DSYIUR0272120655477,129,853030743,2021-12-06,Southern Glazer Wine and Spirits
IGENSS0272121107003,69,827702341,2025-10-22,CJ Peterson Services, Inc.
IAXXMV0272120997095,216,402867916,2021-07-06,Kaiser Permanente - Patient - Main Travel Dept 191026830
IPLZVY0272120995762,216,402867916,2023-08-11,Kaiser Permanente - Patient - Main Travel Dept 191026830
HMETLU0272120722009,65,629627622,2025-10-18,Marriott Vacation Worldwide Hawaii
IZZXCB0272121097893,69,427959556,2025-10-22,GP Roadway Solutions Inc
CZSPMA0272120970366,110,985124851,2025-10-02,The Queens Health Systems - Finance
NSVWXO0272120449184,129,581489720,2024-06-11,Foundations Hawaii, Inc.
SXFCYG0272121002085,162,488940255,2025-10-21,Kaiser Permanete - Travel Kacie
OTCGDJ0272120977947,138,568649141,2025-10-08,Nordic PCL Construction-Execs
WHSUCD0272121094371,244,716673635,2025-10-20,Blasting Technology Inc.
JSDFSU0272120892483,81,778802220,2025-03-03,SOH COH Prosecuting Attorney
OHRXEF0272121077405,309,969698100,2025-10-18,Maui Kupono Builders, LLC
HVUYXX0272121093121,340,912318186,2025-10-20,Hirata and Associates Inc
JIKYRR0272120885111,138,512577870,2025-10-20,Hawaiian Telcom Inc Legal
AFWRKY0272121072782,244,948820375,2022-03-03,Group Builders Inc 
JVMKJB0272121022099,138,549346851,2025-10-20,Hawaii Technology Academy
MZABWD0272120893162,171,148415315,2025-10-20,THE HAWAII GROUP
APTFAH0272119246216,115,774303530,2020-01-30,Foodland 2
IOUQBI0272119619230,124,861951296,2025-08-02,Associa Hawaii
KZNGWM0272120557167,277,794445083,2021-03-08,Maui Electric Company Meter Shop
NPBLLN0272120948971,143,616186653,2025-04-22,PACIFIC BIODIESEL
AEVFRI0272119837319,124,489749120,2025-10-06,Morikawa & Associates, LLC
IOUQBI0272119619231,124,861951296,2025-08-02,Associa Hawaii
NIZGZA0272120879656,490,108645261,2025-10-20,CONAM CONSTRUCTION COMPANY
NPBLLN0272120948973,143,616186653,2025-04-22,PACIFIC BIODIESEL
HBLXIQ0272120868941,161,794445083,2024-12-26,Maui Electric Company Meter Shop
YTRCBL0272120992597,242,488940255,2025-10-21,Kaiser Permanete - Travel Kacie
USJSLA0272120552165,142,506630364,2025-10-16,SOH DOT Airports
IOUQBI0272119619232,124,861951296,2025-08-02,Associa Hawaii
WEGRRK0272119520669,171,924293090,2025-10-06,Sansei Seafood Restaurant & Sushi Bar
SXFCYG0272121002086,162,488940255,2025-10-21,Kaiser Permanete - Travel Kacie
SYLSTN0272121006454,88,811362241,2025-10-21,Modivcare
ATSGSX0272120639095,129,784017220,2019-12-20,808 Maintenance & Flooring inc
GEZQGL0272120996133,102,694700996,2023-08-26,Bank of Hawaii 256
INQTKF0272120998724,102,912318186,2020-05-24,Hirata and Associates Inc
QBEIKW0272121098318,203,670175940,2022-08-25,Kahului Carpet & Drapery Products, Inc. 
FEBPXW0272119154329,770,659996864,2022-07-16,Ameriprise WTK
MOJEVY0272121086849,126,865309336,2025-10-08,SOH DLIR Hawai'i Labor Relations Board
LYPQLC0272118892657,213,488940255,2020-08-12,Kaiser Permanete - Travel Kacie
UXVZCQ0272119619722,162,833477875,2025-10-07,Kaiser Permanente - Patient - Travel 6 191082026
SXVZLD0272120726922,65,759262221,2025-10-18,Ben Franklin Ace Hardware dba BFS INC
ALGSPE0272120444605,120,615998504,2020-07-06,NAPA Hawaii
HEHDPH0272120532712,546,94495936,2020-09-20,MANIILAQ ASSOCIATION
SYFBMJ0272121000177,138,745093856,2020-03-10,Altres
SJYSPC0272121102564,69,896130605,2021-04-24,Hawaiian Alliance Equipment Co
AEEPLK0272120455329,244,928547594,2025-10-15,Transdev Health Solutions
HNSXWW0272121017389,147,948820375,2021-03-08,Group Builders Inc 
GMVAGH0272120211032,120,640614973,2022-01-19,Operating Engineers Local Union No. 3
GKCGGN0272121086733,121,865309336,2024-04-24,SOH DLIR Hawai'i Labor Relations Board
WECHZB0272119522354,114,454675454,2025-10-06,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
MCQOTE0272120560566,134,427553475,2025-10-16,Maryl Group Construction Inc 1
MZXDPO0272120887711,171,908625896,2025-05-24,AC Marketing
FEABKB0272120886102,69,475456693,2019-08-14,R & M Painting
CXAWBF0272120628490,166,811362241,2023-01-06,Modivcare
KBNUNR0272119769197,175,575574230,2024-03-15,State of Hawaii OAG CSEA
NQFIJZ0272121059221,142,506630364,2023-06-15,SOH DOT Airports
HJMOGG0272120449281,120,581489720,2025-10-15,Foundations Hawaii, Inc.
NSVWXO0272120449187,129,581489720,2024-06-11,Foundations Hawaii, Inc.
WJWDAO0272120516450,129,876814190,2025-10-15,SSFM International
CTIENS0272120998339,166,719311600,2021-04-20,Castle Resorts & Hotels
YZUYTN0272120209116,129,568649141,2025-10-13,Nordic PCL Construction-Execs
FKQSVN0272120454764,124,746260432,2020-03-13,KIEWIT INFRASTRUCTURE WEST CO
HMEMXC0272120448562,138,660343762,2025-10-15,Made In Hope
HKDPXM0272120997938,131,555906875,2024-09-06,KAISER TRAVEL-NORA
WJNWGB0272120992520,162,555906875,2021-07-28,KAISER TRAVEL-NORA
WJNWGB0272120992521,162,555906875,2021-07-28,KAISER TRAVEL-NORA
AVPLAH0272120638332,143,784976264,2025-10-17,Roeca Luria Shin LLP
OEHTLQ0272120643741,191,506630364,2025-10-17,SOH DOT Airports
AIPZBY0272120646616,333,975222846,2023-12-12,Par Hawaii
KWKUIW0272119947014,296,400409741,2025-10-10,Charter Communications
SZWXEK0272119630169,373,334884524,2025-10-07,PACIFIC DATAPORT INC.
QNSPAR0272120893988,131,833477875,2025-10-20,Kaiser Permanente - Patient - Travel 6 191082026
ACTWND0272120455911,129,876814190,2025-10-15,SSFM International
GRYFVQ0272120207148,147,568649141,2022-04-28,Nordic PCL Construction-Execs
SFKISN0272120893354,175,568649141,2021-10-13,Nordic PCL Construction-Execs
CACPAT0272120892547,147,774303530,2025-10-20,Foodland 2
